sálvi^a	sálvve^a
latiinna#giella	latijna#giella
feara#giella	fiera#giella
iirra#giella	ijrra#giella
uŋgára#giella	uŋggára#giella
njeneca#giella	njenetsa#giella
minoritehta#giella	minuritehta#giella
diplomáhta#giella	diplumáhta#giella
ruoŧa#giella	ruota#giella
dološ#ruoŧa#giella	dålusj#ruota#giella
seava#giella	sieva#giella
godde#giella	gådde#giella
juolge#giella	juolgge#giella
girje#giella	girjje#giella
fuolke#giella	fuolkke#giella
golle#giella	gålle#giella
golli#giella	gålle#giella
sámi#giella	sáme#giella
gieldda#sáme#giella	gielda#sáme#giella
oarjela#sáme#giella	oarjjela#sáme#giella
mátta#sámi#giella	mátta#sáme#giella
oarje#sáme#giella	oarjje#sáme#giella
oarje#sámi#giella	oarjje#sáme#giella
darjje#sáme#giella	darje#sáme#giella
darjji#sáme#giella	darje#sáme#giella
lulli#sáme#giella	lulle#sáme#giella
ubme#sáme#giella	ubbme#sáme#giella
ubmi#sáme#giella	ubbme#sáme#giella
davvi#sáme#giella	davve#sáme#giella
oarjel#sáme#giella	oarjjel#sáme#giella
ahkkil#sáme#giella	ahkkel#sáme#giella
áhkkil#sáme#giella	áhkkel#sáme#giella
bihton#sáme#giella	bihtun#sáme#giella
vuođđo#sáme#giella	vuoddo#sáme#giella
vuođđo#sámi#giella	vuoddo#sáme#giella
ánar#sáme#giella	ánár#sáme#giella
duortnus#sáme#giella	duornus#sáme#giella
eatni#giella	iedne#giella
románi#giella	råmåne#giella
mari#giella	mare#giella
kymri#giella	kymre#giella
maori#giella	maore#giella
manjsi#giella	manjse#giella
estte#giella	este#giella
guovtte#giella	guovte#giella
liivve#giella	lijve#giella
čoarve#giella	tjoarvve#giella
thai#giella	thaj#giella
eaŋgalaš#giella	ieŋggalasj#giella
nuortalaš#giella	nuorttalasj#giella
rumaš#giella	rumasj#giella
anáraš#giella	anárasj#giella
vuosttaš#giella	vuostasj#giella
gaelik#giella	gaelek#giella
gælik#giella	gælek#giella
gárjil#giella	gárjjel#giella
hálddašan#giella	háldatjan#giella
gievkan#giella	gievkkan#giella
hupman#giella	hubman#giella
nubbin#giella	nubben#giella
čállin#giella	tjállen#giella
vuođđo#giella	vuoddo#giella
váldo#giella	válldo#giella
unnit#logo#giella	unnet#lågo#giella
unnit#logu#giella	unnet#lågo#giella
cymru#giella	tsymro#giella
dološ#dáro#giella	dålusj#dáro#giella
boares#dáru#giella	boares#dáro#giella
ođđa#dáro#giella	åddå#dáro#giella
ruovttu#giella	ruovto#giella
uŋgár#giella	uŋggár#giella
eaŋgalas#giella	ieŋggalas#giella
eŋgelas#giella	eŋggelas#giella
vuosttas#giella	vuostas#giella
vieris#giella	vieres#giella
jávohis#giella	jávuhis#giella
eaŋgals#giella	ieŋggals#giella
veahádat#giella	væhádat#giella
báhcahat#giella	báhtsahat#giella
juliv#giella	julev#giella
sohka#giella	såhkå#giella
goltá#giella	gålltå#giella
mordva#giella	mårdvå#giella
healla	hiella
šiella	sjiella
čalbme#šiella	tjalmme#sjiella
bátne#šiella	bádne#sjiella
eadde#miella	iedde#miella
buori#miella	buore#miella
neavre#miella	nievrre#miella
vuoste#miella	vuosste#miella
bargan#miella	barggan#miella
borran#miella	bårrån#miella
bargo#miella	barggo#miella
lossa#miella	låsså#miella
ovtta#miella	åvtå#miella
spealla	spiella
sealla	siella
duvdda#sealla	duvda#siella
buoide#sealla	buojdde#siella
geađge#sealla	giergge#siella
monne#sealla	månne#siella
bajáš#sealla	bajásj#siella
beaivváš#sealla	bæjvásj#siella
šaddan#sealla	sjaddan#siella
álgo#šaddan#sealla	álggo#sjaddan#siella
sagahan#sealla	sagáhan#siella
vuođđo#sealla	vuoddo#siella
vilges#sealla	vilgges#siella
rukses#sealla	rukses#siella
jođus#sealla	jådus#siella
boras#sealla	bårås#siella
sohka#sealla	såhkå#siella
stealla	stiella
vealla	viella
nuppi#poteansa#vealla	nuppe#påteansa#viella
čalmmi#vealla	tjalme#viella
čalbme#vealla	tjalmme#viella
promilla	pråmella
morella	mårella
basilla	basella
novella	nåvella
krokodilla	kråkudilla
šilla	sjilla
ruovde#šilla	ruovdde#sjilla
čilla	tjilla
kodisilla	kådesilla
lappe#kodisilla	lappe#kådesilla
codisilla	tsådesilla
kodicilla	kådetsilla
prohtokolla	pråhtukolla
gažadan#prohtokolla	gatjádan#pråhtukolla
eanan#prohtokolla	ienan#pråhtukolla
protokolla	pråtukolla
skeaŋka#protokolla	skieŋkka#pråtukolla
loahppa#protokolla	loahppa#pråtukolla
gažadan#protokolla	gatjádan#pråtukolla
parasolla	parásolla
gumppe#njuolla	gumpe#njuolla
olgeš#njuolla	ålggesj#njuolla
mohkastan#njuolla	måhkåstan#njuolla
cubbo#njuolla	tsubbo#njuolla
ceakko#njuolla	tsiekko#njuolla
gaska#vuolla	gasska#vuolla
kontrolla	kåntrulla
skatolla	skatulla
gavla	gavlla
bievla	bievlla
geavla	gievlla
keavla	kievlla
lievla	lievlla
čáhce#lievla	tjáhtse#lievlla
seavla	sievlla
sivla	sivlla
guovla	guovlla
muovla	muovlla
juvla	juvlla
šiiva#juvla	sjijvva#juvlla
maŋŋe#juvla	maŋŋe#juvlla
čuvla	tjuvlla
kuvla	kuvlla
skuvla	skuvlla
dáidda#skuvla	dájda#skuvlla
musihkka#skuvla	musehkka#skuvlla
joatkka#skuvla	joatkka#skuvlla
alla#skuvla	alla#skuvlla
oahpaheaddje#alla#skuvla	oahpaheaddje#alla#skuvlla
oahpaheaddji#alla#skuvla	oahpaheaddje#alla#skuvlla
álbmot#alla#skuvla	álmmut#alla#skuvlla
báhpa#skuvla	báhpa#skuvlla
páhpa#skuvla	páhpa#skuvlla
rihppa#skuvla	rihppa#skuvlla
stuorra#skuvla	stuorra#skuvlla
resursa#skuvla	resursa#skuvlla
priváhta#skuvla	priváhta#skuvlla
smávva#skuvla	smávva#skuvlla
nuoraid#skuvla	nuorajd#skuvlla
ráves#olbmuid#skuvla	ráves#ålmmujd#skuvlla
rávis#olbmuid#skuvla	ráves#ålmmujd#skuvlla
mánáid#skuvla	mánájd#skuvlla
duodje#skuvla	duodje#skuvlla
veahkke#skuvla	viehkke#skuvlla
sáme#skuvla	sáme#skuvlla
oahpaheai#skuvla	oahpaheaj#skuvlla
sotna#beai#skuvla	sådnå#biej#skuvlla
vuođđo#skuvla	vuoddo#skuvlla
gierdo#skuvla	gierddo#skuvlla
boazo#doallo#skuvla	boatso#doallo#skuvlla
fidno#skuvla	fiddno#skuvlla
gávpe#oahppo#skuvla	gávppe#oahppo#skuvlla
ruovtto#skuvla	ruovto#skuvlla
ruovttu#skuvla	ruovto#skuvlla
kultur#skuvla	kultur#skuvlla
gohttehat#skuvla	gåhttehat#skuvlla
rekrutt#skuvla	rekrutt#skuvlla
álbmot#skuvla	álmmut#skuvlla
ámmát#skuvla	ámmát#skuvlla
ovda#skuvla	åvddå#skuvlla
muvla	muvlla
hávla	hávlla
klorofylla	klårufylla
beaive#dálla	biejvve#dálla
lieđđe#gálla	liedde#gálla
lotte#gálla	låtte#gálla
oaive#gálla	oajvve#gálla
savoi#gálla	savuj#gálla
nođđo#gálla	nåddo#gálla
bealdo#gálla	bielldo#gálla
roamšo#gálla	roamssjo#gálla
ruvso#gálla	ruvsso#gálla
vilges#gálla	vilgges#gálla
kiinná#gálla	kijná#gálla
valáštallan#hálla	valásjtallan#hálla
tennis#hálla	tennes#hálla
šálla	sjálla
korporálla	kårppurálla
riepmo#sálla	riebmo#sálla
amfisálla	amfesálla
guđa#tálla	guda#tálla
njeallja#tálla	njiellja#tálla
ovcce#tálla	åvttse#tálla
guovtte#tálla	guovte#tálla
golmma#tálla	gålmå#tálla
ovtta#tálla	åvtå#tálla
lossa#metálla	låsså#metálla
vin#monopola	vin#månupola
stats#monopola	stats#månupola
kolesterola	kålesterola
gásterola	gássterola
emalja#gásterola	emálja#gássterola
alumiidna#gásterola	alumijnna#gássterola
stálle#gásterola	stálle#gássterola
alumin#gásterola	alumin#gássterola
teflon#gásterola	teflun#gássterola
agi#beai#suola	age#biej#suola
gaiku#suola	gajkko#suola
symbola	symbbula
fallos#symbola	fallus#symbbula
status#symbola	status#symbbula
kristus#symbola	krisstus#symbbula
tombola	tåmbbula
idola	idula
modula	mådula
liige#modula	lijgge#mådula
mongola	mångula
parola	parula
generála#konsula	generála#kånssula
rucola	rutsula
sievlla	sievla
njivlla	njivla
alkohovla	alkkuhovla
guovlla	guovla
čuvlla	tjuvla
kuvlla	kuvla
pistovla	pisstuvla
lávlla	lávla
alla#lávlla	alla#lávla
álbmotlaš#lávlla	álmmutlasj#lávla
gihkan#lávlla	gihkan#lávla
máidnun#lávlla	májnnun#lávla
vuorro#lávlla	vuorro#lávla
ávvu#lávlla	ávvo#lávla
váidalus#lávlla	vájddalus#lávla
basse#vádjolus#lávlla	basse#vádjulus#lávla
bassi#vádjolus#lávlla	basse#vádjulus#lávla
álbmot#lávlla	álmmut#lávla
sávlla	sávla
makromolekyla	makrumolekyla
molekyla	målekyla
dipol#molekyla	dipul#målekyla
alkyla	alkkyla
kalkyla	kalkkyla
eana#are^ála	iena#are^ála
mearra#are^ála	mierra#are^ála
vuovde#are^ála	vuovdde#are^ála
meahcce#are^ála	miehttse#are^ála
eanan#doallo#are^ála	ienan#doallo#are^ála
atnu#are^ála	adno#are^ála
symbála	symbbála
verbála	verbbála
kannibála	kannebála
skandála	skanddála
liige#befála	lijgge#befála
vuođđo#regála	vuoddo#regála
hilggohas#regála	hilguhas#regála
siido#materiála	sijddo#materiála
potensiála	påtensiála
tertiála	terttiála
njuolggo#linjála	njuolgo#linjála
šála	sjála
čála	tjála
giehta#čála	giehta#tjála
áige#čála	ájgge#tjála
badje#čála	badje#tjála
oalge#badje#čála	oalgge#badje#tjála
váldo#badje#čála	válldo#badje#tjála
oaive#čála	oajvve#tjála
vuollái#čála	vuolláj#tjála
bajil#čála	bajel#tjála
maŋil#čála	maŋel#tjála
muittuhan#čála	mujtuhan#tjála
sivahan#čála	siváhan#tjála
finju#čála	finjo#tjála
vinju#čála	vinjo#tjála
riepmo#čála	riebmo#tjála
johtu#čála	jåhto#tjála
ávvo#čála	ávvo#tjála
čuokkis#čála	tjuokkes#tjála
čuvgehus#čála	tjuvggehus#tjála
radikála	radekála
kjemikála	kjemekála
kemikála	kemekála
musikála	musekála
tuollo#viskála	tuollo#visskála
desimála	desemála
gulahallan#kanála	guláhallan#kanála
cirgen#kanála	tsirggen#kanála
diehto#juohkin#kanála	diehto#juohken#kanála
ordinála	årddenála
kriminála	krimenála
terminála	termenála
busse#terminála	busse#termenála
diŋgon#terminála	diŋggun#termenála
dihtor#terminála	dihtur#termenála
nominála	nåmenála
urinála	urenála
arsenála	arssenála
finala	finála
bealle#finála	bielle#finála
bronse#finála	brånsse#finála
semifinála	semefinála
originála	åreginála
loatna#originála	loadna#åreginála
ab^originála	ab^åreginála
konditionála	kånddetionála
konjunktionála	kånjunktionála
poasta#journála	poassta#journála
divššohas#journála	divsjuhas#journála
visuála	visoála
audio#visuála	audio#visoála
audio-visuála	audio-visoála
seksuála	seksoála
rituála	ritoála
partisihpála	parttesihpála
admirála	admerála
veaike#minerála	viejkke#minerála
granat#minerála	granát#minerála
inte^grála	intte^grála
korporála	kårppurála
versála	verssála
kapitála	kapetála
ieš#kapitála	iesj#kapetála
ovddidan#kapitála	åvdedan#kapetála
iežas#kapitála	ietjas#kapetála
vieris#kapitála	vieres#kapetála
oasus#kapitála	oasus#kapetála
hospitála	håsspetála
kvartála	kvarttála
festivála	fesstevála
čakča#festivála	tjaktja#fesstevála
musihkka#festivála	musehkka#fesstevála
filbma#festivála	filmma#fesstevála
beassáš#festivála	bæssásj#fesstevála
feastivála	fiesstevála
infinitivála	infenitivála
modála	mådåla
pokála	påkåla
johtti#pokála	jåhtte#påkåla
johto#pokála	jåhto#påkåla
vokála	våkåla
guovda#vokála	guovdda#våkåla
gaska#vokála	gasska#våkåla
bealle#vokála	bielle#våkåla
maŋŋe#vokála	maŋŋe#våkåla
čanas#vokála	tjanás#våkåla
ovda#vokála	åvddå#våkåla
guovdo#normála	guovddo#nårmåla
morála	måråla
portála	pårttåla
kapitéla	kapetéla
japma	jabma
doapma	doabma
goapma	goabma
šloapma	sloabma
sapma	sabma
leabma	liebbma
lubma	lubbma
skábma	skábbma
deapma	diebma
jiepma	jiebma
leapma	liebma
liepma	liebma
guole#liepma	guole#liebma
biergo#liepma	bierggo#liebma
čipma	tjibma
duopma	duobma
čuopma	tjuobma
luopma	luobma
badje#luopma	badje#luobma
vuolle#luopma	vuolle#luobma
čalbme#luopma	tjalmme#luobma
ruopma	ruobma
duolba#ruopma	duolbba#ruobma
bikku#ruopma	bikko#ruobma
vállo#ruopma	vállo#ruobma
suopma	suobma
gupma	gubma
hupma	hubma
jupma	jubma
šlupma	slubma
volubma	vålubma
spupma	spubma
hápma	hábma
vuoigatvuođa#hápma	vuojggatvuoda#hábma
šlápma	slábma
rápma	rábma
biila#rápma	bijla#rábma
rekvi^ema	rekve^ema
modema	mådema
morfema	mårffema
zero-morfema	tsero-mårffema
problema	pråblema
te^orema	te^årema
krysantema	krysántema
giimma	gijma
galmma	galma
nieidda#namma	niejda#namma
cuovka#namma	tsuovkka#namma
fiila#namma	fijla#namma
gásta#namma	gássta#namma
gástta#namma	gásta#namma
báike#namma	bájkke#namma
gili#namma	gile#namma
domene#namma	dåmene#namma
lassi#namma	lasse#namma
luonddu#namma	luondo#namma
dahku#namma	dahko#namma
olbmo#namma	ålmmo#namma
árvo#namma	árvvo#namma
bálddalas#namma	báldalas#namma
buddos#namma	buddus#namma
čiegus#namma	tjiegus#namma
cielos#namma	tsielus#namma
buttos#namma	buttus#namma
bellodat#namma	belludat#namma
buddostat#namma	buddustat#namma
sohka#namma	såhkå#namma
meamma	miemma
steamma	stiemma
doaibma	doajmma
dearvvašvuođa#doaibma	diervasjvuoda#doajmma
musea#doaibma	musea#doajmma
doarjja#doaibma	doarja#doajmma
musihkka#doaibma	musehkka#doajmma
giella#doaibma	giella#doajmma
maŋŋe#juvla#doaibma	maŋŋe#juvlla#doajmma
skuvla#doaibma	skuvlla#doajmma
petrole^uma#doaibma	petrule^uma#doajmma
geahppa#doaibma	giehppa#doajmma
stivra#doaibma	stivrra#doajmma
gássa#doaibma	gássa#doajmma
turista#doaibma	turesta#doajmma
olgo#lusta#doaibma	ålggo#lussta#doajmma
nuoraid#doaibma	nuorajd#doajmma
vuovde#doaibma	vuovdde#doajmma
vuovdi#doaibma	vuovdde#doajmma
čállin#godde#doaibma	tjállen#gådde#doajmma
čállin#goddi#doaibma	tjállen#gådde#doajmma
asttu#áige#doaibma	asto#ájgge#doajmma
oalge#doaibma	oalgge#doajmma
asto#áigge#doaibma	assto#ájge#doajmma
jođiheaddje#doaibma	jådeheaddje#doajmma
duodje#doaibma	duodje#doajmma
jahke#doaibma	jahke#doajmma
veahkke#doaibma	viehkke#doajmma
riekte#veahkke#doaibma	riekte#viehkke#doajmma
ruvke#doaibma	ruvkke#doajmma
bákte#ruvke#doaibma	bákte#ruvkke#doajmma
gávpe#doaibma	gávppe#doajmma
meahcce#doaibma	miehttse#doajmma
vuokta#bohcce#doaibma	vuokta#båhttse#doajmma
bákte#doaibma	bákte#doajmma
oaive#doaibma	oajvve#doajmma
bealle#beaive#doaibma	bielle#biejvve#doajmma
searve#doaibma	siervve#doajmma
oktasaš#doaibma	åktåsasj#doajmma
luohttámuš#doaibma	luohttámusj#doajmma
guovddáš#doaibma	guovdásj#doajmma
notari^al#doaibma	nåtåre^al#doajmma
petrole^um#doaibma	petrule^um#doajmma
iskkadan#doaibma	iskadan#doajmma
eastadan#doaibma	iesstadan#doajmma
ovddidan#doaibma	åvdedan#doajmma
buoridan#doaibma	buoredan#doajmma
bargui#máhcahan#doaibma	bargguj#máhtsahan#doajmma
oaččuhan#doaibma	oattjuhan#doajmma
láhka#ásahan#doaibma	láhka#ásáhan#doajmma
hálddašan#doaibma	háldatjan#doajmma
bearrái#geahččan#doaibma	bærráj#giehttjan#doajmma
dutkan#doaibma	dutkan#doajmma
geahččalan#doaibma	giehttjalan#doajmma
bálvalan#doaibma	bálvvalan#doajmma
gulahallan#doaibma	guláhallan#doajmma
valáštallan#doaibma	valásjtallan#doajmma
biebman#doaibma	biebbman#doajmma
guolle#biebman#doaibma	guolle#biebbman#doajmma
ássan#doaibma	ássan#doajmma
láhka#addin#doaibma	láhka#adden#doajmma
mudden#doaibma	mudden#doajmma
bággen#doaibma	bággen#doajmma
diehto#juohkin#doaibma	diehto#juohken#doajmma
čoahkkin#doaibma	tjoahkken#doajmma
eallin#doaibma	iellen#doajmma
ovttas#eallin#doaibma	åvtås#iellen#doajmma
koloniseren#doaibma	kåluniseren#doajmma
rekrutteren#doaibma	rekrutteren#doajmma
huksen#doaibma	huksen#doajmma
seastin#doaibma	siessten#doajmma
biras#gáhtten#doaibma	birás#gáhtten#doajmma
vásedin#doaibma	vásedin#doajmma
dássádahttin#doaibma	dássádahttin#doajmma
ođđasis#ealáskahttin#doaibma	åddåsis#æláskahttin#doajmma
ovdánahttin#doaibma	åvddånahttin#doajmma
dássádáhttin#doaibma	dássádáhttin#doajmma
siido#doaibma	sijddo#doajmma
vuođđo#doaibma	vuoddo#doajmma
váldo#doaibma	válldo#doajmma
čálgo#doaibma	tjálggo#doajmma
olgo#doaibma	ålggo#doajmma
bargo#doaibma	barggo#doajmma
ovttas#bargo#doaibma	åvtås#barggo#doajmma
bággo#doaibma	bággo#doajmma
oljo#doaibma	åljjo#doajmma
eanan#doallo#doaibma	ienan#doallo#doajmma
gapmo#doaibma	gabmo#doajmma
ovtta#olbmo#doaibma	åvtå#ålmmo#doajmma
fidno#doaibma	fiddno#doajmma
fitno#doaibma	fidno#doajmma
geaidno#doaibma	giejnno#doajmma
oahppo#doaibma	oahppo#doajmma
roasso#doaibma	roasso#doajmma
rákto#doaibma	rákto#doajmma
dásse#árvo#doaibma	dásse#árvvo#doajmma
kapillar#doaibma	kapellar#doajmma
mohtor#doaibma	måhtur#doajmma
kultur#doaibma	kultur#doajmma
lotnolas#doaibma	lådnulas#doajmma
lágádus#doaibma	lágádus#doajmma
girje#lágádus#doaibma	girjje#lágádus#doajmma
hálddahus#doaibma	háldahus#doajmma
oahpahus#doaibma	oahpahus#doajmma
ealáhus#doaibma	æláhus#doajmma
lotnolas#ealáhus#doaibma	lådnulas#æláhus#doajmma
bálvalus#doaibma	bálvvalus#doajmma
ovttas#doaibma	åvtås#doajmma
suorpmaid#ovttas#doaibma	suormajd#åvtås#doajmma
lábiid#ovttas#doaibma	lábijd#åvtås#doajmma
rusttet#doaibma	rustet#doajmma
okto#eaiggát#doaibma	åkto#æjgát#doajmma
ámmát#doaibma	ámmát#doajmma
lossa#doaibma	låsså#doajmma
heaibma	hiejmma
hieibma	hiejmma
reaibma	riejmma
jođihan#reaibma	jådehan#riejmma
seaibma	siejmma
liibma	lijmma
miibma	mijmma
synoniibma	synunijmma
riibma	rijmma
misseriibma	misserijmma
siibma	sijmma
tiibma	tijmma
sáibma	sájmma
soavvel#sáibma	soavvel#sájmma
jealbma	jielmma
skealbma	skielmma
filbma	filmma
spille#filbma	spille#filmma
fikšen#filbma	fiksjen#filmma
video#filbma	video#filmma
porno#filbma	pårno#filmma
oanehis#filbma	oanehis#filmma
máinnus#filbma	májnus#filmma
čuolbma	tjuolmma
lymfa#čuolbma	lymfa#tjuolmma
ruošša#čuolbma	ruossja#tjuolmma
suotna#čuolbma	suodna#tjuolmma
varra#čuolbma	varra#tjuolmma
heastta#seaibe#čuolbma	hiesta#siejbbe#tjuolmma
ohke#čuolbma	åhke#tjuolmma
čáhce#čuolbma	tjáhtse#tjuolmma
dutkan#čuolbma	dutkan#tjuolmma
garccastan#čuolbma	gartsastan#tjuolmma
máistin#čuolbma	májssten#tjuolmma
rohtten#čuolbma	råhtten#tjuolmma
bohcco#čuolbma	båhttso#tjuolmma
boras#čuolbma	bårås#tjuolmma
mánná#čuolbma	mánná#tjuolmma
lohkka#čuolbma	låhkkå#tjuolmma
bálbma	bálmma
hálbma	hálmma
málbma	málmma
pálbma	pálmma
sálbma	sálmma
loahpahan#sálbma	loahpahan#sálmma
máhttáhan#sálbma	máhttáhan#sálmma
álgo#sálbma	álggo#sálmma
giittos#sálbma	gijtus#sálmma
foarbma	foarmma
emalja#foarbma	emálja#foarmma
alumiidna#foarbma	alumijnna#foarmma
alumin#foarbma	alumin#foarmma
teflon#foarbma	teflun#foarmma
hoarbma	hoarmma
stoarbma	stoarmma
bearbma	biermma
maŋŋe#bearbma	maŋŋe#biermma
ovda#bearbma	åvddå#biermma
šearbma	sjiermma
leađbma	liermma
beavde#leađbma	bievdde#liermma
tearbma	tiermma
hirbma	hirmma
fuorbma	fuormma
luođđa#fuorbma	luodda#fuormma
čiehka#sahán#fuorbma	tjiehka#sahán#fuormma
suorbma	suormma
gaska#suorbma	gasska#suormma
juolge#suorbma	juolgge#suormma
reforbma	refurmma
gárbma	gármma
klássa#gárbma	klássa#gármma
láse#gárbma	láse#gármma
kárbma	kármma
lárbma	lármma
garru#lárbma	garro#lármma
alarbma	alármma
alárbma	alármma
šlárbma	slármma
nárbma	nármma

sjiisma	sjijssma
orgasma	årggåsma
algoritma	algguritma
petrole^uma	petrule^uma
kondoma	kåndduma
kostyma	kåsstyma
biika#gáma	bijkka#gáma
geahppa#gáma	giehppa#gáma
gummi#gáma	gumme#gáma
stohpo#gáma	ståhpo#gáma
njáhco#gáma	njáhtso#gáma
amalgáma	amálgáma
madapoláma	madápoláma
meiráma	mejráma
oama	åma
steaika#oama	stiejkka#åma
ášše#oama	ássje#åma
domeana	dåmeana
moreana	måreana
gatna	gadna
geađge#gatna	giergge#gadna
beasse#gatna	biesse#gadna
sirkkil#gatna	sirkel#gadna
návlo#gatna	návllo#gadna
duhpus#gatna	duhpus#gadna
oatna	oadna
loatna	loadna
studi^e#loatna	stude^e#loadna
investeren#loatna	invvesteren#loadna
spoatna	spoadna
ratna	radna
vuodna	vuoddna
rádna	ráddna
bietna	biedna
jietna	jiedna
gihča#jietna	gihtja#jiedna
ovddal#gihte#jietna	åvdål#gihte#jiedna
ovddal#gihtii#jietna	åvdål#gihtij#jiedna
duppal#jietna	duppal#jiedna
savkkas#jietna	savkas#jiedna
leatna	liedna
lietna	liedna
itna	idna
čitna	tjidna
bákte#čitna	bákte#tjidna
rádio#čitna	rádio#tjidna
duotna	duodna
juotna	juodna
čuotna	tjuodna
suotna	suodna
lymfa#suotna	lymfa#suodna
seakka#suotna	siekka#suodna
varra#suotna	varra#suodna
kapillára#suotna	kapellára#suodna
gassa#suotna	gassa#suodna
linsa#suotna	linssa#suodna
gazza#suotna	gadtsa#suodna
vuokta#suotna	vuokta#suodna
gávva#suotna	gávva#suodna
čielge#suotna	tjielgge#suodna
dávge#suotna	dávgge#suodna
morče#suotna	mårttje#suodna
juolge#morče#suotna	juolgge#mårttje#suodna
monimuš#morče#suotna	månemusj#mårttje#suodna
spiral#morče#suotna	spirál#mårttje#suodna
geahpes#morče#suotna	giehpes#mårttje#suodna
oalge#noras#morče#suotna	oalgge#nårås#mårttje#suodna
čeabet#morče#suotna	tjiebet#mårttje#suodna
čeavže#suotna	tjievttje#suodna
niske#suotna	nisske#suodna
šušme#suotna	sjussjme#suodna
čáhce#suotna	tjáhtse#suodna
gullan#suotna	gullan#suodna
vietnan#suotna	viednan#suodna
deaddin#suotna	diedden#suodna
dovdo#suotna	dåvddo#suodna
gáddo#suotna	gáddo#suodna
gullu#suotna	gullo#suodna
bállo#suotna	bállo#suodna
váibmo#suotna	vájmmo#suodna
giehta#váibmo#suotna	giehta#vájmmo#suodna
juolge#váibmo#suotna	juolgge#vájmmo#suodna
spiral#váibmo#suotna	spirál#vájmmo#suodna
váldo#váibmo#suotna	válldo#vájmmo#suodna
čiergges#váibmo#suotna	tjierges#vájmmo#suodna
geahpes#váibmo#suotna	giehpes#vájmmo#suodna
savo#suotna	savo#suodna
savvo#suotna	savvo#suodna
vuotna	vuodna
sieida#vuotna	siejdda#vuodna
ruovda#vuotna	ruovdda#vuodna
luossa#vuotna	luossa#vuodna
oarje#vuotna	oarjje#vuodna
sáme#vuotna	sáme#vuodna
sámi#vuotna	sáme#vuodna
gutna	gudna
hátna	hádna
čáhce#hátna	tjáhtse#hádna
seaguhan#hátna	sieguhan#hádna
skátna	skádna
látna	ládna
ruhta#látna	ruhta#ládna
girje#látna	girjje#ládna
altádna	alltádna
halogena	halugena
hydrogena	hydrugena
nitrogena	nitrugena
mutagena	mutágena
eana	iena
viesttar#bađa#eana	viestar#bada#iena
giđđa#eana	gidda#iena
gavja#eana	gavjja#iena
čakča#eana	tjaktja#iena
márska#eana	mársska#iena
bievla#eana	bievlla#iena
minerála#eana	minerála#iena
muorra#eana	muorra#iena
stáhta#eana	stáhta#iena
nuorta#eana	nuortta#iena
árbe#eana	árbbe#iena
radde#eana	radde#iena
giedde#eana	giedde#iena
vuovde#eana	vuovdde#iena
vuovdi#eana	vuovdde#iena
hávde#eana	hávdde#iena
čolde#eana	tjållde#iena
solde#eana	sållde#iena
jeagge#eana	jiegge#iena
badje#eana	badje#iena
goike#eana	gåjkke#iena
lulli#eana	lulle#iena
sámi#eana	sáme#iena
gieldda#sámi#eana	gielda#sáme#iena
davvi#sámi#eana	davve#sáme#iena
julevu#sámi#eana	julevu#sáme#iena
julev#sámi#eana	julev#sáme#iena
eadne#eana	ieddne#iena
várre#eana	várre#iena
lasse#eana	lasse#iena
lassi#eana	lasse#iena
geasse#eana	giesse#iena
čáhce#eana	tjáhtse#iena
meahcce#eana	miehttse#iena
miehte#eana	miehte#iena
vuoste#eana	vuosste#iena
dálve#eana	dálvve#iena
oppalaš#eana	åppålasj#iena
oktasaš#eana	åktåsasj#iena
jeagel#eana	jiegel#iena
sámel#eana	sámel#iena
šaddan#eana	sjaddan#iena
njárbbin#eana	njárben#iena
váhnen#eana	váhnen#iena
gilvin#eana	gilvven#iena
goariduvvon#eana	goareduvvon#iena
guohton#eana	guohtun#iena
guohtun#eana	guohtun#iena
giđđa#guohton#eana	gidda#guohtun#iena
giđđa#guohtun#eana	gidda#guohtun#iena
dálve#guohton#eana	dálvve#guohtun#iena
dálve#guohtun#eana	dálvve#guohtun#iena
oktasaš#guohton#eana	åktåsasj#guohtun#iena
oktasaš#guohtun#eana	åktåsasj#guohtun#iena
boazo#guohton#eana	boatso#guohtun#iena
boazo#guohtun#eana	boatso#guohtun#iena
guovdo#eana	guovddo#iena
olgo#eana	ålggo#iena
ládjo#eana	ládjo#iena
girko#eana	girkko#iena
kirko#eana	kirkko#iena
eanan#doallo#eana	ienan#doallo#iena
boazo#doallo#eana	boatso#doallo#iena
sitno#eana	sidno#iena
vearro#eana	vierro#iena
sáme#vearro#eana	sáme#vierro#iena
sámi#vearro#eana	sáme#vierro#iena
duostu#eana	duossto#iena
ruovttu#eana	ruovto#iena
sis#eana	sis#iena
guottet#eana	guottet#iena
beana	biena
varra#beana	varra#biena
aske#beana	asske#biena
neahte#beana	niehte#biena
bivdo#beana	bivddo#biena
ullo#beana	ullo#biena
boazo#beana	boatso#biena
luovos#beana	luovus#biena
neana	niena
kveana	kviena
porselena	pårsselena
poly^etylena	påly^etylena
acetylena	atsetylena
fenomena	fenumena
domena	dåmena
oarjel#sáme#giel#arena	oarjjel#sáme#giel#arena
ovttas#doaibman#arena	åvtås#doajmman#arena
karina	karena
morena	mårena
designa	desegna
kantiina	kanttijna
viinna	vijna
vuoinna	vuojna
báinna	bájna
várre#báinna	várre#bájna
konditor#báinna	kånddetor#bájna
anteanna	antteanna
beanna	bienna
luođđa#beanna	luodda#bienna
peanna	pienna
